03-08-2015,Brooklyn,45.0,Manhattan,15.0,Westchester,25.0,Bronx,30.0
02-09-2015,Queens,45.703791469194314,Westchester,24.375655430756257,Brooklyn,32.811270144206425,Rockland_County,29.318181818181817,Bronx,25.709710047201618,All_Boroughs,31.785714285714285,Staten_Island,42.688328912466844,Nassau_County,32.17465753424658,New_Jersey,606.2307692307693,Manhattan,101.86583924349881
02-10-2015,Westchester,20.538139330016243,Bronx,18.602730217491903,Brooklyn,30.423139104561304,All_Boroughs,32.096774193548384,Rockland_County,24.537037037037038,Manhattan,42.00916988427776,Connecticut,30.0,New_Jersey,35.25,Nassau_County,30.61855670103093,Queens,31.29523809528351,Staten_Island,16.251488095238095
01-11-2015,Queens,29.356435643564357,Bronx,21.51814058956916,Rockland_County,22.05,Connecticut,37.5,All_Boroughs,29.75,Staten_Island,18.208333333333332,New_Jersey,23.863636363636363,Nassau_County,30.43918918918919,Brooklyn,28.092117011302005,Westchester,14.276203704873721,Manhattan,43.264329427108166
01-12-2015,Queens,52.29391304347826,Bronx,23.867165242165242,All_Boroughs,31.0,Connecticut,20.0,New_Jersey,27.608695652173914,Nassau_County,28.770491803278688,Rockland_County,18.895833333333332,Staten_Island,18.3840206185567,Westchester,20.69382716152403,Brooklyn,195.1895230217745,Manhattan,29.347165991902834
31-12-2015,Nassau_County,38.68674698795181,Manhattan,28.187109862708866,New_Jersey,19.516129032258064,Rockland_County,30.902173913043477,All_Boroughs,28.94736842105263,Staten_Island,30.140552995391705,Westchester,18.37,Connecticut,23.0,Brooklyn,34.24661348588778,Bronx,38.907766990291265,Queens,36.790206648697215
30-01-2016,Queens,34.870860927152314,Staten_Island,16.94979079497908,Rockland_County,20.714285714285715,Connecticut,23.0,New_Jersey,28.40909090909091,Westchester,19.903645833581685,Nassau_County,26.323529411764707,All_Boroughs,26.53846153846154,Brooklyn,72.30137292469827,Manhattan,26.47991566802468,Bronx,20.62411705348133
29-02-2016,Rockland_County,25.520833333333332,Staten_Island,16.158767772511847,Nassau_County,29.595588235294116,Westchester,18.219072164948454,New_Jersey,23.695652173913043,Connecticut,16.0,All_Boroughs,28.333333333333332,Queens,28.899536321483772,Brooklyn,29.55072975520697,Bronx,29.365457294028722,Manhattan,45.800555555555555
30-03-2016,All_Boroughs,28.076923076923077,New_Jersey,39.5,Nassau_County,25.948275862068964,Westchester,15.382216906148281,Staten_Island,17.85855263157895,Rockland_County,21.58695652173913,Manhattan,27.262086514038245,Connecticut,30.0,Brooklyn,31.76086182338305,Bronx,18.620051635111874,Queens,37.7824
29-04-2016,Queens,27.116580310880828,Manhattan,37.687155686401525,All_Boroughs,32.8,Rockland_County,21.730263157894736,Nassau_County,30.94277108433735,New_Jersey,22.058823529411764,Staten_Island,18.757847533632287,Connecticut,10.0,Westchester,20.462154294205543,Bronx,19.578629032258064,Brooklyn,31.32505264013745
29-05-2016,Queens,38.00834782610769,Bronx,20.085889570552148,Westchester,18.958333333333332,Rockland_County,21.333333333333332,New_Jersey,18.928571428571427,All_Boroughs,33.333333333333336,Staten_Island,17.514423076923077,Connecticut,15.0,Manhattan,28.582237497533217,Brooklyn,29.905204958399548,Nassau_County,27.237037037478554
28-06-2016,All_Boroughs,0.7333333492279053,Bronx,21.70109689213894,Manhattan,31.647275405007363,Queens,28.68485342019544,Westchester,25.285714285714285,Nassau_County,31.541666667376244,New_Jersey,45.0,Rockland_County,28.125,Staten_Island,31.965811965811966,Brooklyn,27.79441727796219
28-07-2016,Bronx,21.99828178694158,Nassau_County,25.657894736842106,Rockland_County,23.0,All_Boroughs,15.444444447755814,Queens,29.51336478006165,Brooklyn,28.92085076750073,Manhattan,31.46514423076923,Staten_Island,27.84722222222222,Westchester,22.971153846153847
27-08-2016,Manhattan,34.870261211289815,Staten_Island,16.35925925925926,Westchester,24.475103734439834,Queens,27.84095860569695,Brooklyn,37.78687477795713,New_Jersey,25.0,Connecticut,25.0,Nassau_County,30.96951219512195,Bronx,35.652394775036285,All_Boroughs,43.75,Rockland_County,23.175675675675677
26-09-2016,Queens,31.420289855072465,Brooklyn,32.44136727014439,New_Jersey,464.0,All_Boroughs,36.5,Connecticut,16.666666666666668,Westchester,27.27672955974843,Rockland_County,30.565217391304348,Manhattan,33.992047049064006,Nassau_County,35.033018867924525,Staten_Island,16.620092378752886,Bronx,21.443501454898158
26-10-2016,Manhattan,28.430011604276295,Rockland_County,31.346153846153847,Westchester,43.30786026200873,Nassau_County,32.011538461538464,New_Jersey,28.295454545454547,Bronx,21.16684951546162,Connecticut,18.636363636363637,All_Boroughs,34.54545454545455,Queens,30.070251339077213,Brooklyn,72.32342247242327,Staten_Island,18.023114355231144
25-11-2016,Staten_Island,20.058479532163744,Manhattan,37.32082965578111,Westchester,43.7887323943662,Bronx,21.578625509609786,Rockland_County,46.25,Queens,34.007246376811594,New_Jersey,52.71739130434783,Connecticut,20.0,All_Boroughs,36.42857142857143,Brooklyn,27.491692373440014,Nassau_County,31.957142857142856
25-12-2016,Nassau_County,32.083333333333336,Queens,37.29983108108108,All_Boroughs,40.833333333333336,New_Jersey,28.235294117647058,Westchester,46.830065359477125,Manhattan,34.60186199342826,Rockland_County,29.0,Brooklyn,32.491120928631254,Staten_Island,22.073529411764707,Bronx,23.751732829237554
